User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned,Normalized_App_Sessions,Normalized_Distance_Travelled,Normalized_Calories_Burned,Normalized_activity_level,Composite_Index
939,Female,56,2,Urban,165,89,734,0.9518446862593642,-0.09661978986869724,1.6096043504278017,1.2376766978843543,0.9256264861757058
940,Male,21,1,Rural,110,104,225,-0.33653384146805915,0.31158684826516375,-1.1061134681099762,0.0004948727300616625,-0.28264139714570247
941,Male,20,1,Rural,145,86,684,0.4833434034493921,-0.1782611174954694,1.3428344271922636,0.0004948727300616625,0.412102896469062
942,Male,51,1,Rural,126,77,417,0.038267184779918556,-0.423185100375786,-0.08171696288550989,0.0004948727300616625,-0.11653500143782891
943,Male,59,2,Urban,153,120,699,0.670743916573381,0.7470072622746154,1.422865404162925,1.2376766978843543,1.0195733202238189
944,Female,27,0,Rural,78,50,339,-1.0861358939640147,-1.1579570490167357,-0.49787804313294937,-1.236686952424231,-0.9946644846344828
945,Female,44,0,Urban,89,63,371,-0.8284601884185299,-0.8041779626340563,-0.32714529226220496,-1.236686952424231,-0.7991175989347554
946,Female,43,2,Rural,169,95,375,1.0455449428213586,0.06666286538484716,-0.3058036984033619,1.2376766978843543,0.5110202019217995
947,Male,44,0,Rural,79,56,231,-1.062710829823516,-0.9946743937631913,-1.0741010773217117,-1.236686952424231,-1.0920433133331624
948,Male,18,2,Urban,156,119,316,0.7410191089948768,0.7197934863990247,-0.6205922078212969,1.2376766978843543,0.5194742713642397
949,Male,37,0,Rural,97,76,296,-0.6410596752945411,-0.45039887625137676,-0.7273001771155121,-1.236686952424231,-0.7638614202714152
950,Female,42,0,Suburban,61,39,158,-1.484361984352491,-1.4573085836482338,-1.4635851652455973,-1.236686952424231,-1.4104856714176384
951,Male,27,0,Urban,51,27,115,-1.718612625757477,-1.7838738941553225,-1.6930072992281602,-1.236686952424231,-1.6080451928912975
952,Male,18,1,Rural,146,92,656,0.5067684675898907,-0.014978462241925035,1.1934432701803623,0.0004948727300616625,0.4214320370645974
953,Female,33,1,Suburban,148,125,363,0.5536185958708879,0.8830761416525691,-0.36982847997989104,0.0004948727300616625,0.266840282568407
954,Female,28,2,Suburban,175,133,556,1.1860953276643502,1.1007863486572949,0.659903423709286,1.2376766978843543,1.0461154494788214
955,Female,21,1,Urban,108,56,245,-0.38338396974905636,-0.9946743937631913,-0.999405498815761,0.0004948727300616625,-0.5942422473994867
956,Female,52,2,Rural,186,173,374,1.443771033209835,2.189337383680924,-0.3111390968680727,1.2376766978843543,1.1399115044767603
957,Female,30,1,Urban,108,61,224,-0.38338396974905636,-0.8586055143852377,-1.111448866574687,0.0004948727300616625,-0.5882358694947298
958,Male,38,0,Suburban,66,56,273,-1.367236663649998,-0.9946743937631913,-0.8500143418038597,-1.236686952424231,-1.11215308791032
959,Male,32,1,Suburban,115,74,256,-0.21940852076556613,-0.5048264280025582,-0.9407161157039426,0.0004948727300616625,-0.41611404793550133
960,Male,27,1,Urban,127,69,472,0.061692248920417164,-0.6408953073805118,0.21172995267358202,0.0004948727300616625,-0.09174455826411275
961,Female,55,1,Urban,133,84,655,0.2022426337634088,-0.23268866924665088,1.1881078717156515,0.0004948727300616625,0.2895391772406178
962,Female,28,2,Rural,179,100,780,1.2797955842263447,0.20273174476280081,1.8550326798044967,1.2376766978843543,1.143809176669499
963,Female,49,2,Suburban,188,157,439,1.4906211614908322,1.7539169696714725,0.03566180333812687,1.2376766978843543,1.1294691580961964
964,Female,50,0,Urban,64,57,227,-1.4140867919309952,-0.9674606178876006,-1.0954426711805547,-1.236686952424231,-1.1784192583558453
965,Male,37,0,Suburban,52,26,110,-1.6951875616169785,-1.8110876700309133,-1.7196842915517139,-1.236686952424231,-1.6156616189059592
966,Male,53,0,Urban,58,29,120,-1.5546371767739868,-1.729446342404141,-1.6663303069046063,-1.236686952424231,-1.5467751946267412
967,Male,47,1,Rural,146,82,293,0.5067684675898907,-0.28711622099783235,-0.7433063725096444,0.0004948727300616625,-0.13078981329688108
968,Male,27,0,Suburban,72,64,327,-1.2266862788070063,-0.7769641867584656,-0.5619028247094785,-1.236686952424231,-0.9505600606747953
969,Male,32,2,Rural,168,121,638,1.02211987868086,0.7742210381502062,1.0974060978155686,1.2376766978843543,1.0328559281327472
970,Male,46,0,Rural,69,45,340,-1.296961471228502,-1.2940259283946893,-0.4925426446682386,-1.236686952424231,-1.0800542491789153
971,Male,18,0,Suburban,84,48,318,-0.9455855091210229,-1.2123846007679173,-0.6099214108918753,-1.236686952424231,-1.0011446183012616
972,Male,38,0,Urban,99,65,199,-0.5942095470135439,-0.7497504108828748,-1.244833828192456,-1.236686952424231,-0.9563701846282764
973,Female,32,0,Rural,54,47,120,-1.6483374333359813,-1.239598376643508,-1.6663303069046063,-1.236686952424231,-1.4477382673270816
974,Male,20,0,Rural,60,53,216,-1.5077870484929896,-1.0763157213899637,-1.1541320542923732,-1.236686952424231,-1.2437304441498893
975,Male,50,2,Suburban,176,122,820,1.209520391804849,0.8014348140257969,2.068448618392927,1.2376766978843543,1.3292701305269818
976,Female,55,1,Suburban,103,91,301,-0.5005092904515495,-0.04219223811751577,-0.7006231847919583,0.0004948727300616625,-0.3107074601577404
977,Female,36,0,Suburban,92,56,250,-0.758184995997034,-0.9946743937631913,-0.9727285064922072,-1.236686952424231,-0.990568712169166
978,Male,21,1,Rural,120,102,425,-0.1022832000630731,0.2571592965139823,-0.039033775167823796,0.0004948727300616625,0.02908429850328676
979,Male,29,0,Urban,63,36,282,-1.4375118560714937,-1.538949911275006,-0.8019957556214627,-1.236686952424231,-1.2537861188480484
980,Female,42,1,Urban,130,92,366,0.131967441341913,-0.014978462241925035,-0.35382228458575876,0.0004948727300616625,-0.05908460818892729
981,Female,51,2,Suburban,199,134,745,1.7482968670363168,1.1280001245328857,1.6682937335396202,1.2376766978843543,1.4455668557482944
982,Female,34,1,Rural,118,61,503,-0.1491333283440703,-0.8586055143852377,0.37712730507961567,0.0004948727300616625,-0.15752916622990765
983,Male,23,0,Rural,85,65,245,-0.9221604449805243,-0.7497504108828748,-0.999405498815761,-1.236686952424231,-0.9770008267758477
984,Female,29,1,Rural,123,61,593,-0.03200800764157727,-0.8586055143852377,0.8573131669035843,0.0004948727300616625,-0.00820137059829226
985,Male,32,1,Suburban,115,77,327,-0.21940852076556613,-0.423185100375786,-0.5619028247094785,0.0004948727300616625,-0.30100039328019224
986,Female,34,0,Rural,75,71,372,-1.1564110863855104,-0.5864677556293304,-0.3218098937974942,-1.236686952424231,-0.8253439220591414
987,Male,18,1,Rural,115,114,399,-0.21940852076556613,0.5837246070210711,-0.17775413525030362,0.0004948727300616625,0.04676420593381574
988,Female,31,0,Urban,78,67,292,-1.0861358939640147,-0.6953228591316933,-0.7486417709743551,-1.236686952424231,-0.9416968691235734
989,Male,19,2,Suburban,163,152,327,0.904994557978367,1.6178480902935188,-0.5619028247094785,1.2376766978843543,0.7996541303616904
990,Female,21,0,Suburban,60,31,230,-1.5077870484929896,-1.6750187906529597,-1.0794364757864225,-1.236686952424231,-1.3747323168391508
991,Female,19,2,Suburban,167,151,711,0.9986948145403615,1.590634314417928,1.4868901857394543,1.2376766978843543,1.3284740031455244
992,Male,43,1,Rural,106,75,486,-0.4302340980300536,-0.47761265212696746,0.2864255311795327,0.0004948727300616625,-0.15523158656185668
993,Male,57,0,Rural,68,52,312,-1.3203865353690007,-1.1035294972655543,-0.6419338016801399,-1.236686952424231,-1.0756341966847314
994,Male,50,1,Urban,144,99,618,0.4599183393088935,0.17551796888721008,0.9906981285213533,0.0004948727300616625,0.40665732736187965
995,Female,56,2,Suburban,199,109,618,1.7482968670363168,0.4476557276431174,0.9906981285213533,1.2376766978843543,1.1060818552712854
996,Female,23,2,Rural,198,119,955,1.7248718028958183,0.7197934863990247,2.78872741112888,1.2376766978843543,1.6177673495770193
997,Female,47,1,Urban,104,84,344,-0.4770842263110508,-0.23268866924665088,-0.47120105080939556,0.0004948727300616625,-0.29511976840925885
998,Female,39,0,Rural,52,39,121,-1.6951875616169785,-1.4573085836482338,-1.6609949084398956,-1.236686952424231,-1.5125445015323347
999,Female,44,0,Rural,61,52,245,-1.484361984352491,-1.1035294972655543,-0.999405498815761,-1.236686952424231,-1.2059959832145093
1000,Male,36,0,Suburban,65,51,149,-1.3906617277904965,-1.130743273141145,-1.511603751427994,-1.236686952424231,-1.3174239261959666
1001,Male,27,0,Suburban,64,40,152,-1.4140867919309952,-1.430094807772643,-1.495597556033862,-1.236686952424231,-1.3941165270404328
1002,Female,23,2,Rural,166,94,696,0.9752697503998629,0.03944908950925643,1.4068592087687928,1.2376766978843543,0.9148136866405666
1003,Female,43,0,Rural,91,83,252,-0.7816100601375326,-0.25990244512224164,-0.9620577095627857,-1.236686952424231,-0.8100642918116978
1004,Male,59,1,Rural,107,76,260,-0.40680903388955497,-0.45039887625137676,-0.9193745218450996,0.0004948727300616625,-0.4440218898139924
1005,Female,20,2,Rural,174,171,721,1.1626702635238517,2.134909831929743,1.540244170386562,1.2376766978843543,1.5188752409311277
1006,Male,20,1,Rural,132,94,522,0.1788175696229102,0.03944908950925643,0.47849987590912013,0.0004948727300616625,0.17431535194283712
1007,Male,23,1,Suburban,138,72,440,0.3193679544659018,-0.5592539797537397,0.040997201802837634,0.0004948727300616625,-0.04959848768873464
1008,Male,27,1,Suburban,130,70,479,0.131967441341913,-0.6136815315049211,0.24907774192655735,0.0004948727300616625,-0.058035368876597285
1009,Male,55,2,Rural,159,90,435,0.8112943014163726,-0.0694060139931065,0.014320209479283825,1.2376766978843543,0.498471298696726
1010,Male,30,0,Rural,51,27,165,-1.718612625757477,-1.7838738941553225,-1.426237375992622,-1.236686952424231,-1.5413527120824129
1011,Female,55,1,Suburban,134,90,442,0.22566769790390742,-0.0694060139931065,0.05166799873225916,0.0004948727300616625,0.052106138843280435
1012,Male,29,1,Rural,147,124,583,0.5301935317303893,0.8558623657769784,0.8039591822564767,0.0004948727300616625,0.5476274881234765
1013,Female,44,0,Suburban,69,49,248,-1.296961471228502,-1.1851708248923265,-0.9833993034216287,-1.236686952424231,-1.175554637991672
1014,Male,25,0,Suburban,88,68,267,-0.8518852525590285,-0.6681090832561026,-0.8820267325921243,-1.236686952424231,-0.9096770052078715
1015,Female,22,0,Suburban,90,67,403,-0.8050351242780313,-0.6953228591316933,-0.15641254139146057,-1.236686952424231,-0.7233643693063541
1016,Male,53,0,Suburban,95,64,230,-0.6879098035755383,-0.7769641867584656,-1.0794364757864225,-1.236686952424231,-0.9452493546361644
1017,Female,55,1,Urban,134,127,630,0.22566769790390742,0.9375036934037506,1.0547229100978825,0.0004948727300616625,0.5545972935339006
1018,Female,47,2,Rural,173,132,629,1.139245199383353,1.0735725727817043,1.0493875116331717,1.2376766978843543,1.1249704954206459
1019,Male,54,0,Rural,85,62,353,-0.9221604449805243,-0.831391738509647,-0.42318246462699866,-1.236686952424231,-0.8533554001353503
1020,Male,46,0,Rural,54,52,151,-1.6483374333359813,-1.1035294972655543,-1.5009329544985726,-1.236686952424231,-1.3723717093810848
1021,Male,39,1,Suburban,132,91,640,0.1788175696229102,-0.04219223811751577,1.1080768947449902,0.0004948727300616625,0.3112992747451116
1022,Female,31,0,Suburban,71,54,143,-1.2501113429475048,-1.0491019455143729,-1.5436161422162586,-1.236686952424231,-1.2698790957755917
1023,Male,27,1,Suburban,140,123,681,0.36621808274689904,0.8286485899013877,1.3268282317981313,0.0004948727300616625,0.6305474442941199
1024,Male,28,1,Rural,104,83,253,-0.4770842263110508,-0.25990244512224164,-0.9567223110980749,0.0004948727300616625,-0.4233035274503264
1025,Female,52,1,Suburban,110,75,222,-0.33653384146805915,-0.47761265212696746,-1.1221196635041086,0.0004948727300616625,-0.4839428210922684
1026,Male,40,1,Urban,108,55,453,-0.38338396974905636,-1.021888169638782,0.11035738184407755,0.0004948727300616625,-0.3236049712034248
1027,Male,25,0,Rural,77,71,334,-1.1095609581045132,-0.5864677556293304,-0.5245550354565032,-1.236686952424231,-0.8643176754036443
1028,Female,38,2,Urban,159,80,365,0.8112943014163726,-0.3415437727490138,-0.3591576830504695,1.2376766978843543,0.3370673858753109
1029,Male,54,0,Urban,55,38,145,-1.6249123691954825,-1.4845223595238246,-1.5329453452868371,-1.236686952424231,-1.4697667566075938
1030,Female,45,2,Rural,157,87,730,0.7644441731353754,-0.1510473416198787,1.5882627565689587,1.2376766978843543,0.8598340714922024
1031,Male,48,0,Urban,86,80,390,-0.8987353808400257,-0.3415437727490138,-0.22577272143270047,-1.236686952424231,-0.6756847068614927
1032,Female,45,1,Urban,128,82,273,0.08511731306091577,-0.28711622099783235,-0.8500143418038597,0.0004948727300616625,-0.26287959425267865
1033,Female,59,0,Suburban,72,36,202,-1.2266862788070063,-1.538949911275006,-1.2288276327983239,-1.236686952424231,-1.3077876938261417
1034,Male,44,1,Urban,142,73,293,0.41306821102789626,-0.532040203878149,-0.7433063725096444,0.0004948727300616625,-0.21544587315745886
1035,Female,57,0,Suburban,56,44,167,-1.601487305054984,-1.3212397042702801,-1.4155665790632004,-1.236686952424231,-1.3937451352031738
1036,Male,38,1,Urban,125,77,544,0.014842120639419948,-0.423185100375786,0.5958786421327569,0.0004948727300616625,0.04700763378161313
1037,Female,26,2,Rural,194,192,591,1.6311715463338239,2.706399125317148,0.8466423699741628,1.2376766978843543,1.6054724348773721
1038,Female,46,1,Rural,143,78,677,0.43649327516839487,-0.3959713245001953,1.3054866379392882,0.0004948727300616625,0.3366258653343874
1039,Male,32,0,Rural,94,57,340,-0.7113348677160368,-0.9674606178876006,-0.4925426446682386,-1.236686952424231,-0.8520062706740268
1040,Male,50,1,Rural,116,88,570,-0.19598345662506753,-0.12383356574428796,0.7345990022152368,0.0004948727300616625,0.10381921314398573
1041,Male,54,2,Suburban,194,151,722,1.6311715463338239,1.590634314417928,1.5455795688512726,1.2376766978843543,1.5012655318718446
1042,Female,53,2,Urban,193,148,936,1.6077464821933252,1.508992986791156,2.687354840299376,1.2376766978843543,1.760442751792053
1043,Male,45,0,Urban,51,26,126,-1.718612625757477,-1.8110876700309133,-1.6343179161163417,-1.236686952424231,-1.6001762910822408
1044,Female,27,1,Rural,137,135,353,0.2959428903254032,1.1552139004084765,-0.42318246462699866,0.0004948727300616625,0.25711729970923575
1045,Female,40,0,Suburban,81,54,395,-1.0158607015425187,-1.0491019455143729,-0.19909572910914666,-1.236686952424231,-0.8751863321475672
1046,Male,45,1,Suburban,113,96,304,-0.2662586490465633,0.09387664126043789,-0.684616989397826,0.0004948727300616625,-0.21412603111347245
1047,Female,51,2,Rural,156,84,511,0.7410191089948768,-0.23268866924665088,0.41981049279730176,1.2376766978843543,0.5414544076074705
1048,Male,22,0,Urban,68,51,152,-1.3203865353690007,-1.130743273141145,-1.495597556033862,-1.236686952424231,-1.2958535792420596
1049,Female,35,2,Rural,167,165,450,0.9986948145403615,1.9716271766761984,0.09435118644994525,1.2376766978843543,1.075587468887715
1050,Male,23,1,Urban,139,127,288,0.34279301860640043,0.9375036934037506,-0.7699833648331982,0.0004948727300616625,0.12770205497675366
1051,Female,59,2,Rural,156,104,754,0.7410191089948768,0.31158684826516375,1.716312319722017,1.2376766978843543,1.0016487437166028
1052,Female,40,1,Urban,136,72,333,0.2725178261849046,-0.5592539797537397,-0.5298904339212139,0.0004948727300616625,-0.20403292868999684
1053,Male,45,0,Suburban,57,37,203,-1.5780622409144853,-1.5117361353994152,-1.223492234333613,-1.236686952424231,-1.387494390767936
1054,Female,58,1,Rural,114,111,448,-0.24283358490606474,0.5020832793942989,0.08368038952052373,0.0004948727300616625,0.08585623918470486
1055,Female,30,1,Urban,127,72,309,0.061692248920417164,-0.5592539797537397,-0.6579399970742722,0.0004948727300616625,-0.28875171379438325
1056,Female,42,0,Urban,89,47,238,-0.8284601884185299,-1.239598376643508,-1.0367532880687362,-1.236686952424231,-1.0853747013887511
1057,Female,24,0,Urban,89,57,413,-0.8284601884185299,-0.9674606178876006,-0.10305855674435295,-1.236686952424231,-0.7839165788686786
1058,Female,19,2,Urban,182,145,606,1.3500707766478406,1.4273516591643838,0.9266733469448242,1.2376766978843543,1.2354431201603506
1059,Male,33,1,Suburban,117,69,307,-0.17255839248456892,-0.6408953073805118,-0.6686107940036937,0.0004948727300616625,-0.3703924052846782
1060,Male,19,1,Urban,120,92,440,-0.1022832000630731,-0.014978462241925035,0.040997201802837634,0.0004948727300616625,-0.018942396943024707
1061,Female,53,2,Suburban,175,165,498,1.1860953276643502,1.9716271766761984,0.35045031275606187,1.2376766978843543,1.186462378745241
1062,Male,19,1,Urban,121,114,543,-0.07885813592257448,0.5837246070210711,0.5905432436680461,0.0004948727300616625,0.2739761468741511
1063,Male,55,1,Suburban,140,74,323,0.36621808274689904,-0.5048264280025582,-0.5832444185683215,0.0004948727300616625,-0.18033947277347975
1064,Female,27,0,Suburban,65,36,191,-1.3906617277904965,-1.538949911275006,-1.2875170159101421,-1.236686952424231,-1.3634539018499687
1065,Male,31,0,Urban,75,62,210,-1.1564110863855104,-0.831391738509647,-1.1861444450806378,-1.236686952424231,-1.1026585556000066
1066,Female,44,0,Suburban,54,50,157,-1.6483374333359813,-1.1579570490167357,-1.468920563710308,-1.236686952424231,-1.3779754996218139
1067,Male,32,2,Rural,185,115,911,1.4203459690693363,0.6109383828966618,2.5539698786816065,1.2376766978843543,1.4557327321329898
1068,Female,38,0,Urban,54,34,129,-1.6483374333359813,-1.5933774630261874,-1.6183117207222095,-1.236686952424231,-1.5241783923771521
1069,Female,29,2,Rural,182,159,715,1.3500707766478406,1.808344521422654,1.5082317795982974,1.2376766978843543,1.4760809438882865
1070,Female,50,0,Suburban,99,96,220,-0.5942095470135439,0.09387664126043789,-1.1327904604335302,-1.236686952424231,-0.7174525796527167
1071,Female,57,1,Suburban,109,89,490,-0.35995890560855776,-0.09661978986869724,0.3077671250383757,0.0004948727300616625,-0.0370791744272044
1072,Male,39,1,Rural,126,120,488,0.038267184779918556,0.7470072622746154,0.2970963281089542,0.0004948727300616625,0.27071641197338747
1073,Male,55,0,Urban,57,35,235,-1.5780622409144853,-1.5661636871505968,-1.0527594834628686,-1.236686952424231,-1.3584180909880454
1074,Female,35,0,Rural,99,54,268,-0.5942095470135439,-1.0491019455143729,-0.8766913341274135,-1.236686952424231,-0.9391724447698904
1075,Male,19,2,Suburban,175,167,770,1.1860953276643502,2.02605472842738,1.801678695157389,1.2376766978843543,1.5628763622833683
1076,Female,46,1,Urban,122,87,428,-0.05543307178207588,-0.1510473416198787,-0.023027579773691513,0.0004948727300616625,-0.05725328011139611
1077,Female,24,0,Rural,89,62,394,-0.8284601884185299,-0.831391738509647,-0.20443112757385742,-1.236686952424231,-0.7752425017315663
1078,Male,48,0,Rural,89,68,302,-0.8284601884185299,-0.6681090832561026,-0.6952877863272475,-1.236686952424231,-0.8571360026065278
1079,Female,58,1,Urban,106,87,281,-0.4302340980300536,-0.1510473416198787,-0.8073311540861736,0.0004948727300616625,-0.347029430251511
1080,Female,35,0,Rural,89,58,226,-0.8284601884185299,-0.9402468420120099,-1.1007780696452656,-1.236686952424231,-1.026543013125009
1081,Male,26,1,Urban,103,57,299,-0.5005092904515495,-0.9674606178876006,-0.7112939817213798,0.0004948727300616625,-0.544692254332617
1082,Female,25,0,Urban,66,62,176,-1.367236663649998,-0.831391738509647,-1.3675479928808036,-1.236686952424231,-1.20071583686617
1083,Female,50,1,Rural,138,77,586,0.3193679544659018,-0.423185100375786,0.819965377650609,0.0004948727300616625,0.17916077611769662
1084,Male,22,2,Urban,168,135,796,1.02211987868086,1.1552139004084765,1.940399055239869,1.2376766978843543,1.33885238305339
1085,Male,31,0,Urban,96,84,374,-0.6644847394350397,-0.23268866924665088,-0.3111390968680727,-1.236686952424231,-0.6112498644934985
1086,Female,30,0,Suburban,68,39,339,-1.3203865353690007,-1.4573085836482338,-0.49787804313294937,-1.236686952424231,-1.1280650286436038
1087,Male,28,0,Suburban,64,46,258,-1.4140867919309952,-1.2668121525190987,-0.9300453187745211,-1.236686952424231,-1.2119078039122115
1088,Male,37,2,Suburban,153,113,503,0.670743916573381,0.5565108311454803,0.37712730507961567,1.2376766978843543,0.7105146876707078
1089,Male,40,0,Rural,98,76,459,-0.6176346111540425,-0.45039887625137676,0.14236977263234213,-1.236686952424231,-0.540587666799327
1090,Male,44,0,Rural,80,60,332,-1.0392857656830174,-0.8858192902608284,-0.5352258323859247,-1.236686952424231,-0.9242544601885003
1091,Male,32,1,Rural,128,78,535,0.08511731306091577,-0.3959713245001953,0.54786005595036,0.0004948727300616625,0.05937522931028555
1092,Male,47,0,Rural,70,57,234,-1.2735364070880035,-0.9674606178876006,-1.0580948819275795,-1.236686952424231,-1.1339447148318536
1093,Female,33,0,Urban,83,68,325,-0.9690105732615215,-0.6681090832561026,-0.5725736216389,-1.236686952424231,-0.8615950576451887
1094,Female,57,1,Urban,121,62,359,-0.07885813592257448,-0.831391738509647,-0.3911700738387341,0.0004948727300616625,-0.32523126888522347
1095,Male,35,2,Suburban,158,84,636,0.787869237275874,-0.23268866924665088,1.0867353008861471,1.2376766978843543,0.7198981416999312
1096,Male,59,2,Urban,171,135,450,1.0923950711023558,1.1552139004084765,0.09435118644994525,1.2376766978843543,0.894909213961283
1097,Male,40,1,Rural,107,89,232,-0.40680903388955497,-0.09661978986869724,-1.068765678857001,0.0004948727300616625,-0.3929249074712979
1098,Female,53,2,Urban,193,96,810,1.6077464821933252,0.09387664126043789,2.0150946337458198,1.2376766978843543,1.2385986137709843
1099,Female,55,2,Suburban,173,133,810,1.139245199383353,1.1007863486572949,2.0150946337458198,1.2376766978843543,1.3732007199177054
1100,Female,25,0,Rural,81,53,178,-1.0158607015425187,-1.0763157213899637,-1.3568771959513821,-1.236686952424231,-1.1714351428270238
1101,Female,56,0,Urban,81,72,191,-1.0158607015425187,-0.5592539797537397,-1.2875170159101421,-1.236686952424231,-1.0248296624076578
1102,Male,46,0,Suburban,96,81,381,-0.6644847394350397,-0.31432999687342306,-0.27379130761509735,-1.236686952424231,-0.6223232490869477
1103,Male,29,2,Urban,173,148,379,1.139245199383353,1.508992986791156,-0.28446210454451887,1.2376766978843543,0.9003631948785861
1104,Male,35,0,Suburban,96,48,277,-0.6644847394350397,-1.2123846007679173,-0.8286727479450167,-1.236686952424231,-0.9855572601430511
1105,Male,36,2,Suburban,182,148,381,1.3500707766478406,1.508992986791156,-0.27379130761509735,1.2376766978843543,0.9557372884270633
1106,Male,53,0,Suburban,96,86,331,-0.6644847394350397,-0.1782611174954694,-0.5405612308506355,-1.236686952424231,-0.6549985100513438
1107,Female,50,2,Rural,159,144,447,0.8112943014163726,1.400137883288793,0.07834499105581297,1.2376766978843543,0.8818634684113332
1108,Male,22,1,Urban,105,71,493,-0.4536591621705522,-0.5864677556293304,0.32377332043250806,0.0004948727300616625,-0.17896468115932823
1109,Female,56,1,Urban,141,72,510,0.38964314688739765,-0.5592539797537397,0.414475094332591,0.0004948727300616625,0.06133978354907765
1110,Male,45,0,Rural,86,84,312,-0.8987353808400257,-0.23268866924665088,-0.6419338016801399,-1.236686952424231,-0.7525112010477619
1111,Male,43,2,Rural,173,88,459,1.139245199383353,-0.12383356574428796,0.14236977263234213,1.2376766978843543,0.5988645260389404
1112,Female,38,1,Urban,137,126,301,0.2959428903254032,0.9102899175281598,-0.7006231847919583,0.0004948727300616625,0.12652612394791662
1113,Female,40,1,Rural,125,81,596,0.014842120639419948,-0.31432999687342306,0.8733193622977166,0.0004948727300616625,0.14358158969844378
1114,Male,38,0,Rural,50,34,160,-1.7420376898979757,-1.5933774630261874,-1.4529143683161758,-1.236686952424231,-1.5062541184161424
1115,Female,28,0,Urban,50,43,131,-1.7420376898979757,-1.348453480145871,-1.607640923792788,-1.236686952424231,-1.4837047615652164
1116,Female,59,2,Suburban,192,122,780,1.5843214180528267,0.8014348140257969,1.8550326798044967,1.2376766978843543,1.3696164024418687
1117,Female,56,1,Rural,116,85,320,-0.19598345662506753,-0.20547489337106015,-0.5992506139624538,0.0004948727300616625,-0.25005352280712995
1118,Male,33,2,Urban,199,134,700,1.7482968670363168,1.1280001245328857,1.4282008026276358,1.2376766978843543,1.3855436230202982
1119,Male,50,2,Urban,151,106,333,0.6238937882923837,0.3660144000163452,-0.5298904339212139,1.2376766978843543,0.42442361306796733
1120,Male,44,0,Urban,55,48,204,-1.6249123691954825,-1.2123846007679173,-1.2181568358689023,-1.236686952424231,-1.3230351895641332
1121,Female,18,2,Rural,158,118,343,0.787869237275874,0.692579710523434,-0.4765364492741063,1.2376766978843543,0.560397299102389
1122,Female,33,2,Suburban,166,113,450,0.9752697503998629,0.5565108311454803,0.09435118644994525,1.2376766978843543,0.7159521164699107
1123,Male,22,1,Suburban,122,91,397,-0.05543307178207588,-0.04219223811751577,-0.18842493217972514,0.0004948727300616625,-0.07138884233731378
1124,Male,35,2,Urban,153,133,422,0.670743916573381,1.1007863486572949,-0.055039970561956086,1.2376766978843543,0.7385417481382686
1125,Female,58,1,Rural,114,93,250,-0.24283358490606474,0.012235313633665696,-0.9727285064922072,0.0004948727300616625,-0.3007079762586361
1126,Male,51,1,Rural,104,92,395,-0.4770842263110508,-0.014978462241925035,-0.19909572910914666,0.0004948727300616625,-0.1726658862330152
1127,Male,42,2,Suburban,192,184,579,1.5843214180528267,2.4886889183124223,0.7826175883976336,1.2376766978843543,1.5233261556618092
1128,Female,59,2,Suburban,196,179,834,1.678021674614821,2.3526200389344685,2.143144196898878,1.2376766978843543,1.8528656520831306
1129,Female,51,1,Rural,136,83,585,0.2725178261849046,-0.25990244512224164,0.8146299791858982,0.0004948727300616625,0.20693505824465572
1130,Male,32,2,Suburban,192,184,640,1.5843214180528267,2.4886889183124223,1.1080768947449902,1.2376766978843543,1.6046909822486481
1131,Female,21,1,Urban,125,106,343,0.014842120639419948,0.3660144000163452,-0.4765364492741063,0.0004948727300616625,-0.02379626397206988
1132,Female,21,2,Suburban,155,128,328,0.7175940448543782,0.9647174692793413,-0.5565674262447677,1.2376766978843543,0.5908551964433265
1133,Male,42,1,Rural,137,110,548,0.2959428903254032,0.47486950351870816,0.6172202359915999,0.0004948727300616625,0.34713187564144327
1134,Female,58,1,Urban,138,100,515,0.3193679544659018,0.20273174476280081,0.4411520866561448,0.0004948727300616625,0.24093666465372726
1135,Female,30,0,Rural,50,49,146,-1.7420376898979757,-1.1851708248923265,-1.5276099468221265,-1.236686952424231,-1.4228763535091649
1136,Male,59,2,Suburban,162,154,789,0.8815694938378684,1.6722756420447003,1.9030512659868937,1.2376766978843543,1.4236432749384542
1137,Female,42,1,Suburban,135,93,597,0.24909276204440603,0.012235313633665696,0.8786547607624273,0.0004948727300616625,0.28511942729264017
1138,Female,20,1,Urban,123,80,331,-0.03200800764157727,-0.3415437727490138,-0.5405612308506355,0.0004948727300616625,-0.22840453462779123
1139,Male,52,2,Urban,158,117,782,0.787869237275874,0.6653659346478432,1.8657034767339182,1.2376766978843543,1.1391538366354974
1140,Female,26,2,Urban,199,99,502,1.7482968670363168,0.17551796888721008,0.3717919066149049,1.2376766978843543,0.8833208601056965
1141,Male,31,2,Urban,191,168,638,1.560896353912328,2.0532685043029706,1.0974060978155686,1.2376766978843543,1.4873119134788053
1142,Male,39,0,Suburban,76,54,274,-1.1329860222450119,-1.0491019455143729,-0.844678943339149,-1.236686952424231,-1.0658634658806911
1143,Female,26,2,Rural,193,139,658,1.6077464821933252,1.2640690039108393,1.2041140671097839,1.2376766978843543,1.3284015627745758
1144,Male,41,0,Suburban,88,86,369,-0.8518852525590285,-0.1782611174954694,-0.3378160891916265,-1.236686952424231,-0.6511623529175888
